id,dosya,label,score
235,crop_0235.png,DEFECT,11.6484
236,crop_0236.png,DEFECT,11.7142
237,crop_0237.png,DEFECT,12.9961
238,crop_0238.png,DEFECT,11.3785
239,crop_0239.png,DEFECT,11.6079
240,crop_0240.png,DEFECT,11.6709
241,crop_0241.png,DEFECT,13.2999
242,crop_0242.png,DEFECT,11.3531
243,crop_0243.png,DEFECT,11.6280
244,crop_0244.png,DEFECT,11.6506
245,crop_0245.png,DEFECT,12.8334
246,crop_0246.png,DEFECT,11.4263
247,crop_0247.png,DEFECT,11.6543
248,crop_0248.png,DEFECT,11.6577
249,crop_0249.png,DEFECT,12.6846
250,crop_0250.png,DEFECT,11.3680
251,crop_0251.png,DEFECT,11.6369
252,crop_0252.png,DEFECT,11.6287
253,crop_0253.png,DEFECT,13.2635
254,crop_0254.png,DEFECT,11.3575
255,crop_0255.png,DEFECT,11.7072
256,crop_0256.png,DEFECT,11.6825
257,crop_0257.png,DEFECT,12.7264
258,crop_0258.png,DEFECT,11.3764
259,crop_0259.png,DEFECT,11.6346
260,crop_0260.png,DEFECT,11.7449
261,crop_0261.png,DEFECT,12.5296
262,crop_0262.png,DEFECT,11.4267
263,crop_0263.png,DEFECT,11.6994
264,crop_0264.png,DEFECT,11.9487
265,crop_0265.png,DEFECT,13.0664
266,crop_0266.png,DEFECT,11.4153
267,crop_0267.png,DEFECT,11.6292
268,crop_0268.png,DEFECT,11.7855
269,crop_0269.png,DEFECT,13.2299
270,crop_0270.png,DEFECT,11.3975
271,crop_0271.png,DEFECT,11.6402
272,crop_0272.png,DEFECT,11.3232
273,crop_0273.png,DEFECT,13.5540
274,crop_0274.png,DEFECT,11.1173
275,crop_0275.png,DEFECT,11.4945
276,crop_0276.png,DEFECT,11.3474
277,crop_0277.png,DEFECT,13.5289
278,crop_0278.png,DEFECT,11.1236
279,crop_0279.png,DEFECT,11.5080
280,crop_0280.png,DEFECT,11.3666
281,crop_0281.png,DEFECT,13.4043
282,crop_0282.png,DEFECT,11.1176
283,crop_0283.png,DEFECT,11.4877
284,crop_0284.png,DEFECT,11.3623
285,crop_0285.png,DEFECT,13.4441
286,crop_0286.png,DEFECT,11.0787
287,crop_0287.png,DEFECT,11.4656
288,crop_0288.png,DEFECT,11.4085
289,crop_0289.png,DEFECT,13.3688
290,crop_0290.png,DEFECT,11.0693
291,crop_0291.png,DEFECT,11.4918
292,crop_0292.png,DEFECT,11.5065
293,crop_0293.png,DEFECT,13.0623
294,crop_0294.png,DEFECT,11.1020
295,crop_0295.png,DEFECT,11.4444
296,crop_0296.png,DEFECT,11.6066
297,crop_0297.png,DEFECT,13.3722
298,crop_0298.png,DEFECT,11.1353
299,crop_0299.png,DEFECT,11.4951
